(29.95465, -90.07507)
(32.58, -93.88)
(30.4, -89.96)
(30.21, -92.06)
(30.4475, -91.178611111)
(30.23, -93.36)
(32.5082078, -93.7629569)
(43.784477, -70.32798)
(43.445782, -70.663216)
(45.171928, -68.722466)
(44.39996, -69.784554)
(44.135071, -70.217667)
(46.637363, -68.261665)
(43.666666666, -70.266666666)
(44.324516, -70.705177)
(44.512741, -68.41571)
(45.132915, -69.853996)
(39.136388888, -77.204166666)
(38.83, -76.85)
(39.44307, -76.61632)
(39.286388888, -76.615)
(39.0, -76.6)
(39.25, -76.93)
(39.54, -76.3)
(39.47, -77.4)
(39.57, -77.02)
(38.48, -77.01)
(42.459084, -71.275566)
(42.35, -71.91)
(42.334949, -71.073494)
(42.635475, -70.970825)
(42.199158, -71.154442)
(42.358333333, -71.0625)
(42.28582, -71.12909)
(41.75, -71.09)
(41.978878, -70.818954)
(42.12756, -72.571312)
(42.28, -83.26)
(42.66, -83.38)
(42.67, -82.91)
(42.331666666, -83.0475)
(43.03, -85.55)
(43.02, -83.71)
(42.25, -83.84)
(42.6, -84.37)
(42.92, -86.23)
(42.24, -85.53)
(44.975833333, -93.266666666)
(45.02, -93.1)
(44.97997, -93.26384)
(44.68, -93.06)
(45.27, -93.24)
(44.944166666, -93.093611111)
(45.04, -92.89)
(47.58, -92.46)
(45.55, -94.61)
(44.0, -92.4)
(32.26, -90.44)
(30.42, -89.09)
(32.298888888, -90.184722222)
(34.88, -89.99)
(32.26, -89.95)
(30.46, -88.62)
(32.63, -90.03)
(34.29, -88.68)
(32.4, -88.66)
(31.19, -89.26)
(38.64, -90.44)
(39.01, -94.34)
(39.05, -94.583333333)
(38.76, -90.616666666)
(38.62727, -90.19789)
(37.26, -93.34)
(39.31, -94.42)
(38.26, -90.54)
(38.948333333, -92.333888888)
(37.195, -93.286111111)
(45.94, -108.27)
(47.04, -113.93)
(45.56, -111.17)
(48.29, -114.02)
(47.31, -111.35)
(46.8625, -114.011666666)
(47.11, -112.38)
(47.503611111, -111.286388888)
(46.08, -114.12)
(41.3, -96.15)
(41.266666666, -96.016666666)
(40.78, -96.69)
(40.810555555, -96.680277777)
(41.11, -96.11)
(40.87, -98.5)
(40.92501, -98.34201)
(41.158611111, -95.934166666)
(40.86, -99.07)
(36.2, -115.02)
(36.17497, -115.13722)
(40.63, -119.68)
(39.52963, -119.8138)
(36.19886, -115.1175)
(36.0397, -114.98194)
(36.09719, -115.14666)
(36.175555555, -115.059722222)
(36.10803, -115.245)
(36.031388888, -115.198055555)
(42.895584, -71.582741)
(42.962872, -71.077621)
(43.3, -71.68)
(43.258289, -70.976105)
(42.990833333, -71.463611111)
(43.896069, -71.89463)
(42.7575, -71.464444444)
(42.9118, -72.242081)
(43.515202, -71.436073)
(43.822605, -71.181587)
(40.96, -74.07)
(40.44, -74.41)
(40.79, -74.25)
(40.73, -74.08)
(40.29, -74.15)
(39.87, -74.25)
(40.65, -74.29)
(39.8, -74.96)
(41.03, -74.3)
(40.87, -74.55)
(35.05, -106.67)
(35.116666666, -106.616666666)
(32.312222, -106.778333)
(35.51, -105.98)
(35.69, -106.85)
(36.51, -108.32)
(32.31232, -106.77834)
(35.23338, -106.66447)
(35.58, -108.26)
(34.72, -106.8)
(40.712728, -74.006015)
(40.692777777, -73.990277777)
(40.63439, -73.95027)
(40.704166666, -73.917777777)
(40.716666666, -73.866666666)
(40.728333333, -73.994166666)
(40.716666666, -74.0)
(40.94, -72.68)
(40.84676, -73.873207)
(40.747222222, -73.638055555)
(35.25, -80.83)
(35.79, -78.65)
(35.226944444, -80.843333333)
(36.08, -79.79)
(35.818888888, -78.644722222)
(36.13, -80.26)
(35.78682, -78.66389)
(35.05, -78.83)
(36.04, -78.87)
(36.08, -79.819444444)
(46.93, -97.25)
(46.877222222, -96.789444444)
(46.98, -100.47)
(46.80833, -100.78374)
(48.22, -101.55)
(47.92, -97.45)
(47.925277777, -97.0325)
(48.23251, -101.29627)
(39.97, -83.01)
(41.54, -81.66)
(39.2, -84.54)
(39.962222222, -83.000555555)
(41.13, -81.53)
(39.75, -84.29)
(41.68, -83.5)
(41.482222222, -81.669722222)
(39.44, -84.58)
(40.81, -81.37)
(35.48, -97.53)
(36.12, -95.94)
(35.4823, -97.5352)
(36.15398, -95.99277)
(35.2, -97.33)
(35.54, -97.98)
(35.22257, -97.43948)
(34.66, -98.46)
(36.036388888, -95.783611111)
(35.65283, -97.4781)
(45.54, -122.41)
(45.516666666, -122.666666666)
(45.56, -123.09)
(45.19, -122.21)
(43.95, -122.88)
(44.91, -122.58)
(42.42, -122.74)
(43.91, -121.22)
(44.051944444, -123.085555555)
(44.930833333, -123.028888888)
(39.952777777, -75.163611111)
(40.01, -75.13)
(40.46883, -79.98119)
(40.21, -75.37)
(40.34, -75.11)
(39.92, -75.4)
(40.04, -76.25)
(39.97, -75.75)
(39.92, -76.73)
(40.42, -75.93)
(41.852848, -71.456161)
(41.82399, -71.41283)
(41.704124, -71.47953)
(41.454544, -71.581154)
(41.716666666, -71.416666666)
(41.541954, -71.275848)
(41.87871, -71.38256)
(41.722603, -71.292175)
(41.813611111, -71.37)
(42.008333333, -71.516111111)
(34.89, -82.37)
(34.03, -80.91)
(32.82, -79.9)
(33.91, -78.98)
(34.93, -81.99)
(33.9, -81.27)
(34.97, -81.18)
(33.2, -79.95)
(34.52, -82.64)
(32.35, -80.69)
(43.54997, -96.70033)
(43.68, -96.79)
(44.01, -102.82)
(44.08054, -103.23101)
(43.28, -96.72)
(35.18, -89.89)
(36.162222222, -86.774444444)
(36.17, -86.78)
(35.1175, -89.971111111)
(36.1547, -86.7619)
(35.99, -83.94)
(35.18, -85.17)
(35.84, -86.42)
(35.89, -86.9)
(36.5, -87.38)
(29.86, -95.39)
(32.77, -96.78)
(29.762777777, -95.383055555)
(32.77, -97.29)
(29.45, -98.52)
(29.425, -98.493888888)
(30.33, -97.78)
(32.779166666, -96.808888888)
(33.18, -96.58)
(30.3, -97.733333333)
(40.67, -111.93)
(40.12, -111.67)
(41.01, -112.12)
(41.3, -111.92)
(40.75, -111.883333333)
(37.28, -113.52)
(40.689166666, -111.993888888)
(41.69, -111.75)
(40.23384, -111.65853)
(40.606388888, -111.976111111)
(44.475681, -73.127274)
(43.595081, -73.053062)
(44.249287, -72.580894)
(43.55827, -72.53299)
(44.865131, -72.962906)
(44.4876246, -73.2314828)
(42.99868, -72.668716)
(38.83469, -77.27622)
(36.8506, -75.9779)
(38.7, -77.48)
(39.09, -77.64)
(37.38, -77.59)
(37.55, -77.4)
(36.846944444, -76.285277777)
(36.767398, -76.287405)
(38.880277777, -77.108333333)
(37.533333333, -77.466666666)
(47.47, -121.84)
(47.05, -122.11)
(48.04, -121.71)
(47.60621, -122.33207)
(47.62, -117.4)
(45.77, -122.48)
(46.93, -122.83)
(47.64, -122.65)
(46.223611111, -119.135833333)
(46.46, -120.74)
(38.34, -81.53)
(39.47, -78.03)
(39.63, -80.05)
(38.42, -82.24)
(39.21, -81.51)
(37.78, -81.26)
(39.29, -80.38)
(37.41, -81.11)
(39.51, -80.24)
(38.51, -81.91)
(43.0, -87.96713)
(43.05, -87.95)
(43.07, -89.42)
(43.02, -88.31)
(43.074722222, -89.384166666)
(44.48, -87.99)
(42.78, -87.76)
(44.41, -88.46)
(44.06, -88.64)
(42.58, -87.81)
